,s_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type
36,9,p112,62.82820008,36.62736841,53.56711734437496,56.10354436920701,0.552129171,1.2,379,332,1
37,9,p113,62.94487371,37.37592744,55.57295119894552,55.12357865829567,0.315922438,1.2,371,332,1
38,9,p114,77.94077508,45.9313713,54.458242994540996,52.571605212540966,1.8854389919999999,1.2,361,332,1
39,10,v31,73.56721353,49.28369377,35.44271842097128,26.034247200092,1.185337359,4,383,368,2
40,10,p150,65.21984011,46.41763198,65.11505994494344,34.4062387999946,0.059995304000000006,1.2,383,368,1
41,10,p151,65.78000012,46.77988054,61.97642882096279,35.36381122428128,0.020227788,1.2,383,368,1
42,11,p117,62.79586258,40.32785201,56.86706689330988,57.97771844578683,1.309623213,1.2,396,374,1
43,11,p116,62.27244402,40.30841523,57.394965541925245,59.68237779837605,1.1572989870000001,1.2,398,374,1
44,11,p152,61.65772278,44.85771363,72.35963580921975,31.19614083528491,0.032809767999999996,1.2,398,374,1
45,11,p153,60.96599849,44.39487266,71.17209936613611,30.72238249145262,0.004489048,1.2,398,374,1
46,11,v31,68.74086507,46.32912781,31.05855389726287,23.238763136092253,2.0071490830000003,4,398,374,2
47,11,p115,62.86570627,37.981305400000004,48.97360698471428,52.0786878521148,0.9171092820000001,1.2,398,374,1
48,12,v33,75.35819334,50.51004387,37.17983128481015,25.996722717761312,0.672320912,4,426,400,2
49,12,v34,82.13258291,54.564868999999995,40.98719171891273,32.32919594611125,0.19760260300000002,4,426,400,2
50,12,p154,66.48662099,49.11304071,71.4634264617489,29.37656587487453,0.40374644600000004,1.2,426,400,1
51,12,p155,67.25083173,48.92522741,73.24772637665359,30.0377763642431,0.54559371,1.2,426,400,1
52,12,p118,68.62571779999999,39.42481656,61.019491694046664,60.83444550332556,0.07314246099999999,1.2,426,400,1
53,13,v10,55.28682062,35.212007899999996,91.24189723605537,56.62463037143317,0.074587652,4,442,419,2
54,13,p156,59.20396792,39.81814582,61.758924654672505,23.481435444506168,2.025829395,1.2,433,419,1
55,13,p157,58.87219981,39.32926849,61.855915296888064,24.16200540736105,2.131261112,1.2,432,419,1
56,13,p119,63.42527354,34.48700913,55.90043132995546,51.89430209542733,0.9943210379999999,1.2,442,420,1
57,13,p120,63.8148706,34.75360652,57.21097600820006,53.51246640157267,0.8644573609999999,1.2,442,420,1
58,14,v34,67.07741474,46.13181584,24.180070096265162,20.35680163227598,1.6618595840000001,4,450,429,2
59,14,p119,61.47424912,39.00253266,51.14176885940163,54.87152677282835,1.241966613,1.2,450,429,1
